"","s.name","r.name","r.type","norm","threshold","seqnames","strand","start","end","width","tel.length","chr.end"
"233","cen-pk","SRR13577846.109355","nl","normalized","36-38","ref|NC_001135|","+",375,8371,7997,0.936,"5'"
"234","cen-pk","SRR13577846.109395","nl","normalized","36-38","ref|NC_001146|","-",1,8639,8639,0.8,"3'"
"235","cen-pk","SRR13577846.109398","nl","normalized","36-38","ref|NC_001144|","-",99,7729,7631,0.747,"3'"
"236","cen-pk","SRR13577846.109401","nl","normalized","36-38","ref|NC_001141|","+",123,8166,8044,0.53,"5'"
"237","cen-pk","SRR13577846.109409","nl","normalized","36-38","ref|NC_001135|","+",385,10344,9960,1.018,"5'"
"238","cen-pk","SRR13577846.109449","nl","normalized","36-38","ref|NC_001144|","+",1070389,1078177,7789,0.71,"3'"
"239","cen-pk","SRR13577846.109535","nl","normalized","36-38","ref|NC_001142|","-",737896,745616,7721,0.812,"5'"
"240","cen-pk","SRR13577846.109565","nl","normalized","36-38","ref|NC_001135|","+",377,9195,8819,1.036,"5'"
"241","cen-pk","SRR13577846.109594","nl","normalized","36-38","ref|NC_001147|","+",1082729,1091260,8532,0.664,"3'"
"242","cen-pk","SRR13577846.109638","nl","normalized","36-38","ref|NC_001138|","-",259414,270137,10724,0.572,"5'"
"243","cen-pk","SRR13577846.109708","nl","normalized","36-38","ref|NC_001144|","-",97,7847,7751,0.799,"3'"
"244","cen-pk","SRR13577846.109755","nl","normalized","36-38","ref|NC_001136|","+",156,8096,7941,0.442,"5'"
"245","cen-pk","SRR13577846.109790","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.568,"3'"
"246","cen-pk","SRR13577846.109852","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.854,"5'"
"247","cen-pk","SRR13577846.109860","nl","normalized","36-38","ref|NC_001144|","-",1062081,1071621,9541,0.754,"5'"
"248","cen-pk","SRR13577846.109918","nl","normalized","36-38","ref|NC_001146|","-",1,6688,6688,0.931,"3'"
"249","cen-pk","SRR13577846.110000","nl","normalized","36-38","ref|NC_001146|","-",1,8425,8425,0.582,"3'"
"250","cen-pk","SRR13577846.110027","nl","normalized","36-38","ref|NC_001144|","-",1062478,1071625,9148,0.648,"5'"
"251","cen-pk","SRR13577846.110125","nl","normalized","36-38","ref|NC_001142|","+",736928,745615,8688,0.823,"3'"
"252","cen-pk","SRR13577846.110161","nl","normalized","36-38","ref|NC_001144|","+",1065124,1073046,7923,0.266,"5'"
"253","cen-pk","SRR13577846.11019","nl","normalized","36-38","ref|NC_001140|","+",552297,562427,10131,0.709,"3'"
"254","cen-pk","SRR13577846.110225","nl","normalized","36-38","ref|NC_001136|","+",151,8228,8078,0.472,"5'"
"255","cen-pk","SRR13577846.110257","nl","normalized","36-38","ref|NC_001142|","+",41,6931,6891,0.466,"5'"
"256","cen-pk","SRR13577846.11027","nl","normalized","36-38","ref|NC_001140|","-",550244,556823,6580,0.818,"5'"
"257","cen-pk","SRR13577846.110506","nl","normalized","36-38","ref|NC_001141|","+",92,8166,8075,0.754,"5'"
"258","cen-pk","SRR13577846.110525","nl","normalized","36-38","ref|NC_001148|","+",940468,948066,7599,0.622,"3'"
"259","cen-pk","SRR13577846.110534","nl","normalized","36-38","ref|NC_001144|","+",83,8004,7922,0.648,"5'"
"260","cen-pk","SRR13577846.11059","nl","normalized","36-38","ref|NC_001148|","-",940065,948066,8002,0.472,"5'"
"261","cen-pk","SRR13577846.110597","nl","normalized","36-38","ref|NC_001136|","-",158,9793,9636,0.373,"3'"
"262","cen-pk","SRR13577846.110607","nl","normalized","36-38","ref|NC_001146|","-",1,8823,8823,0.789,"3'"
"263","cen-pk","SRR13577846.110656","nl","normalized","36-38","ref|NC_001144|","-",1069385,1078177,8793,0.366,"5'"
"264","cen-pk","SRR13577846.110681","nl","normalized","36-38","ref|NC_001144|","+",16489,26615,10127,0.542,"5'"
"265","cen-pk","SRR13577846.110703","nl","normalized","36-38","ref|NC_001144|","+",1062250,1071611,9362,0.757,"3'"
"266","cen-pk","SRR13577846.110808","nl","normalized","36-38","ref|NC_001147|","-",106,8483,8378,0.711,"3'"
"267","cen-pk","SRR13577846.110896","nl","normalized","36-38","ref|NC_001141|","-",97,8166,8070,0.476,"3'"
"268","cen-pk","SRR13577846.110909","nl","normalized","36-38","ref|NC_001144|","+",16489,22867,6379,0.554,"5'"
"269","cen-pk","SRR13577846.11092","nl","normalized","36-38","ref|NC_001140|","+",554101,562430,8330,0.753,"3'"
"270","cen-pk","SRR13577846.111020","nl","normalized","36-38","ref|NC_001147|","-",1082153,1091227,9075,1.03,"5'"
"271","cen-pk","SRR13577846.111089","nl","normalized","36-38","ref|NC_001134|","-",802235,813122,10888,0.618,"5'"
"272","cen-pk","SRR13577846.111100","nl","normalized","36-38","ref|NC_001146|","+",1,7007,7007,0.83,"5'"
"273","cen-pk","SRR13577846.111189","nl","normalized","36-38","ref|NC_001141|","+",104,8166,8063,0.542,"5'"
"274","cen-pk","SRR13577846.111200","nl","normalized","36-38","ref|NC_001146|","-",4,9667,9664,0.839,"3'"
"275","cen-pk","SRR13577846.111212","nl","normalized","36-38","ref|NC_001142|","-",737290,745644,8355,0.454,"5'"
"276","cen-pk","SRR13577846.111221","nl","normalized","36-38","ref|NC_001147|","-",94,7745,7652,0.679,"3'"
"277","cen-pk","SRR13577846.111227","nl","normalized","36-38","ref|NC_001144|","-",64,7743,7680,0.846,"3'"
"278","cen-pk","SRR13577846.111231","nl","normalized","36-38","ref|NC_001142|","-",103,9338,9236,0.339,"3'"
"279","cen-pk","SRR13577846.111251","nl","normalized","36-38","ref|NC_001142|","+",86,6931,6846,0.454,"5'"
"280","cen-pk","SRR13577846.111252","nl","normalized","36-38","ref|NC_001144|","+",106,8061,7956,0.73,"5'"
"281","cen-pk","SRR13577846.111303","nl","normalized","36-38","ref|NC_001144|","-",97,7985,7889,0.682,"3'"
"282","cen-pk","SRR13577846.11131","nl","normalized","36-38","ref|NC_001140|","+",31,7530,7500,0.572,"5'"
"283","cen-pk","SRR13577846.111395","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.654,"5'"
"284","cen-pk","SRR13577846.11141","nl","normalized","36-38","ref|NC_001134|","-",803450,813111,9662,0.612,"5'"
"285","cen-pk","SRR13577846.111412","nl","normalized","36-38","ref|NC_001147|","+",1082415,1091258,8844,0.663,"3'"
"286","cen-pk","SRR13577846.111433","nl","normalized","36-38","ref|NC_001136|","+",1516512,1525334,8823,0.675,"3'"
"287","cen-pk","SRR13577846.111460","nl","normalized","36-38","ref|NC_001142|","-",91,9991,9901,0.487,"3'"
"288","cen-pk","SRR13577846.11149","nl","normalized","36-38","ref|NC_001140|","-",89,7530,7442,0.573,"3'"
"289","cen-pk","SRR13577846.111536","nl","normalized","36-38","ref|NC_001144|","-",1062081,1071621,9541,0.36,"5'"
"290","cen-pk","SRR13577846.111565","nl","normalized","36-38","ref|NC_001146|","-",1,7478,7478,0.714,"3'"
"291","cen-pk","SRR13577846.111568","nl","normalized","36-38","ref|NC_001144|","-",94,8680,8587,0.819,"3'"
"292","cen-pk","SRR13577846.1116","nl","normalized","36-38","ref|NC_001146|","-",1,7620,7620,0.721,"3'"
"293","cen-pk","SRR13577846.111631","nl","normalized","36-38","ref|NC_001142|","+",737687,745640,7954,0.843,"3'"
"294","cen-pk","SRR13577846.111650","nl","normalized","36-38","ref|NC_001144|","+",1065132,1075532,10401,0.242,"5'"
"295","cen-pk","SRR13577846.111674","nl","normalized","36-38","ref|NC_001140|","-",553998,558619,4622,0.554,"5'"
"296","cen-pk","SRR13577846.111746","nl","normalized","36-38","ref|NC_001134|","-",1,8253,8253,0.571,"3'"
"297","cen-pk","SRR13577846.111787","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.654,"5'"
"298","cen-pk","SRR13577846.11183","nl","normalized","36-38","ref|NC_001144|","+",1067176,1078177,11002,0.65,"3'"
"299","cen-pk","SRR13577846.111888","nl","normalized","36-38","ref|NC_001136|","+",161,9314,9154,0.518,"5'"
"300","cen-pk","SRR13577846.111910","nl","normalized","36-38","ref|NC_001144|","+",16489,22607,6119,0.618,"5'"
"301","cen-pk","SRR13577846.111930","nl","normalized","36-38","ref|NC_001144|","+",1069230,1078177,8948,0.054,"3'"
"302","cen-pk","SRR13577846.111952","nl","normalized","36-38","ref|NC_001135|","+",377,10971,10595,0.924,"5'"
"303","cen-pk","SRR13577846.111956","nl","normalized","36-38","ref|NC_001141|","-",105,8166,8062,0.65,"3'"
"304","cen-pk","SRR13577846.111982","nl","normalized","36-38","ref|NC_001147|","-",1083295,1091262,7968,0.666,"5'"
"305","cen-pk","SRR13577846.112042","nl","normalized","36-38","ref|NC_001140|","-",60,7530,7471,0.599,"3'"
"306","cen-pk","SRR13577846.112096","nl","normalized","36-38","ref|NC_001148|","+",939436,948066,8631,0.571,"3'"
"307","cen-pk","SRR13577846.112193","nl","normalized","36-38","ref|NC_001144|","-",1070443,1078177,7735,0.748,"5'"
"308","cen-pk","SRR13577846.112201","nl","normalized","36-38","ref|NC_001136|","-",1517132,1525329,8198,0.418,"5'"
"309","cen-pk","SRR13577846.11241","nl","normalized","36-38","ref|NC_001136|","+",1524323,1531931,7609,0.502,"3'"
"310","cen-pk","SRR13577846.112417","nl","normalized","36-38","ref|NC_001136|","+",145,9105,8961,0.266,"5'"
"311","cen-pk","SRR13577846.11251","nl","normalized","36-38","ref|NC_001144|","+",66,8360,8295,0.766,"5'"
"312","cen-pk","SRR13577846.112532","nl","normalized","36-38","ref|NC_001144|","-",1069297,1078177,8881,0.23,"5'"
"313","cen-pk","SRR13577846.112544","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.673,"3'"
"314","cen-pk","SRR13577846.112552","nl","normalized","36-38","ref|NC_001144|","-",1069912,1078177,8266,0.23,"5'"
"315","cen-pk","SRR13577846.112653","nl","normalized","36-38","ref|NC_001142|","-",85,6931,6847,0.334,"3'"
"316","cen-pk","SRR13577846.112728","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.572,"5'"
"317","cen-pk","SRR13577846.112752","nl","normalized","36-38","ref|NC_001138|","+",260855,270119,9265,0.309,"3'"
"318","cen-pk","SRR13577846.11283","nl","normalized","36-38","ref|NC_001147|","-",1083217,1091254,8038,0.624,"5'"
"319","cen-pk","SRR13577846.112866","nl","normalized","36-38","ref|NC_001144|","+",1063470,1071611,8142,0.779,"3'"
"320","cen-pk","SRR13577846.11289","nl","normalized","36-38","ref|NC_001144|","-",77,9370,9294,0.893,"3'"
"321","cen-pk","SRR13577846.112929","nl","normalized","36-38","ref|NC_001146|","-",1,8057,8057,0.864,"3'"
"322","cen-pk","SRR13577846.112939","nl","normalized","36-38","ref|NC_001144|","+",1068083,1078177,10095,0.758,"3'"
"323","cen-pk","SRR13577846.112962","nl","normalized","36-38","ref|NC_001144|","+",1068598,1078177,9580,0.201,"3'"
"324","cen-pk","SRR13577846.113008","nl","normalized","36-38","ref|NC_001142|","+",34,6931,6898,0.472,"5'"
"325","cen-pk","SRR13577846.113011","nl","normalized","36-38","ref|NC_001136|","-",1523909,1531931,8023,0.636,"5'"
"326","cen-pk","SRR13577846.113015","nl","normalized","36-38","ref|NC_001144|","+",1062683,1071611,8929,0.777,"3'"
"327","cen-pk","SRR13577846.113095","nl","normalized","36-38","ref|NC_001148|","-",938805,948066,9262,0.466,"5'"
"328","cen-pk","SRR13577846.113110","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.548,"5'"
"329","cen-pk","SRR13577846.113150","nl","normalized","36-38","ref|NC_001135|","+",387,8307,7921,1.018,"5'"
"330","cen-pk","SRR13577846.113170","nl","normalized","36-38","ref|NC_001142|","+",44,6931,6888,0.666,"5'"
"331","cen-pk","SRR13577846.113196","nl","normalized","36-38","ref|NC_001142|","+",737803,745641,7839,0.849,"3'"
"332","cen-pk","SRR13577846.113212","nl","normalized","36-38","ref|NC_001144|","-",16489,24594,8106,0.466,"3'"
"333","cen-pk","SRR13577846.113227","nl","normalized","36-38","ref|NC_001144|","-",16489,25147,8659,0.513,"3'"
"334","cen-pk","SRR13577846.113279","nl","normalized","36-38","ref|NC_001144|","+",100,7466,7367,0.93,"5'"
"335","cen-pk","SRR13577846.113328","nl","normalized","36-38","ref|NC_001141|","-",119,8166,8048,0.573,"3'"
"336","cen-pk","SRR13577846.113335","nl","normalized","36-38","ref|NC_001144|","+",16489,23339,6851,0.612,"5'"
"337","cen-pk","SRR13577846.113381","nl","normalized","36-38","ref|NC_001147|","+",1083409,1091248,7840,0.765,"3'"
"338","cen-pk","SRR13577846.113413","nl","normalized","36-38","ref|NC_001146|","+",1,7115,7115,0.654,"5'"
"339","cen-pk","SRR13577846.113450","nl","normalized","36-38","ref|NC_001144|","-",1062081,1071640,9560,0.572,"5'"
"340","cen-pk","SRR13577846.113458","nl","normalized","36-38","ref|NC_001140|","+",86,7530,7445,0.53,"5'"
"341","cen-pk","SRR13577846.113548","nl","normalized","36-38","ref|NC_001142|","+",85,6931,6847,0.46,"5'"
"342","cen-pk","SRR13577846.113550","nl","normalized","36-38","ref|NC_001147|","+",1082514,1091248,8735,0.747,"3'"
"343","cen-pk","SRR13577846.113557","nl","normalized","36-38","ref|NC_001146|","-",1,7478,7478,0.684,"3'"
"344","cen-pk","SRR13577846.113618","nl","normalized","36-38","ref|NC_001144|","-",81,8138,8058,0.702,"3'"
"345","cen-pk","SRR13577846.113648","nl","normalized","36-38","ref|NC_001144|","+",1063775,1071618,7844,0.797,"3'"
"346","cen-pk","SRR13577846.113649","nl","normalized","36-38","ref|NC_001140|","+",546533,556825,10293,0.111,"3'"
"347","cen-pk","SRR13577846.113674","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.63,"5'"
"348","cen-pk","SRR13577846.113706","nl","normalized","36-38","ref|NC_001145|","-",5614,15099,9486,0.952,"3'"
"349","cen-pk","SRR13577846.113726","nl","normalized","36-38","ref|NC_001144|","-",1068723,1078177,9455,0.842,"5'"
"350","cen-pk","SRR13577846.113740","nl","normalized","36-38","ref|NC_001145|","-",5598,14757,9160,0.772,"3'"
"351","cen-pk","SRR13577846.113775","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.463,"3'"
"352","cen-pk","SRR13577846.113818","nl","normalized","36-38","ref|NC_001138|","+",261598,270131,8534,0.445,"3'"
"353","cen-pk","SRR13577846.113835","nl","normalized","36-38","ref|NC_001134|","-",1,10317,10317,0.986,"3'"
"354","cen-pk","SRR13577846.113880","nl","normalized","36-38","ref|NC_001145|","+",5598,14109,8512,0.772,"5'"
"355","cen-pk","SRR13577846.113915","nl","normalized","36-38","ref|NC_001144|","-",1062081,1071651,9571,0.572,"5'"
"356","cen-pk","SRR13577846.113925","nl","normalized","36-38","ref|NC_001144|","+",461375,466970,5596,0.478,"3'"
"357","cen-pk","SRR13577846.113945","nl","normalized","36-38","ref|NC_001136|","+",1516845,1525334,8490,0.447,"3'"
"358","cen-pk","SRR13577846.113953","nl","normalized","36-38","ref|NC_001136|","+",1517237,1525334,8098,0.443,"3'"
"359","cen-pk","SRR13577846.113974","nl","normalized","36-38","ref|NC_001144|","+",1056682,1065024,8343,0.136,"3'"
"360","cen-pk","SRR13577846.114001","nl","normalized","36-38","ref|NC_001141|","-",125,8166,8042,0.542,"3'"
"361","cen-pk","SRR13577846.114170","nl","normalized","36-38","ref|NC_001142|","+",736906,745646,8741,0.454,"3'"
"362","cen-pk","SRR13577846.114191","nl","normalized","36-38","ref|NC_001142|","-",91,6931,6841,0.677,"3'"
"363","cen-pk","SRR13577846.114215","nl","normalized","36-38","ref|NC_001142|","-",133,7886,7754,0.488,"3'"
"364","cen-pk","SRR13577846.114225","nl","normalized","36-38","ref|NC_001138|","+",258311,270132,11822,0.479,"3'"
"365","cen-pk","SRR13577846.114241","nl","normalized","36-38","ref|NC_001144|","-",1062081,1071612,9532,0.536,"5'"
"366","cen-pk","SRR13577846.114253","nl","normalized","36-38","ref|NC_001147|","-",101,9161,9061,0.709,"3'"
"367","cen-pk","SRR13577846.114311","nl","normalized","36-38","ref|NC_001142|","+",89,6931,6843,0.454,"5'"
"368","cen-pk","SRR13577846.114383","nl","normalized","36-38","ref|NC_001138|","-",1,8710,8710,0.702,"3'"
"369","cen-pk","SRR13577846.114398","nl","normalized","36-38","ref|NC_001138|","-",1,7838,7838,0.77,"3'"
"370","cen-pk","SRR13577846.114427","nl","normalized","36-38","ref|NC_001136|","+",151,9662,9512,0.56,"5'"
"371","cen-pk","SRR13577846.114460","nl","normalized","36-38","ref|NC_001136|","+",156,9006,8851,0.33,"5'"
"372","cen-pk","SRR13577846.114497","nl","normalized","36-38","ref|NC_001134|","+",805022,813103,8082,0.713,"3'"
"373","cen-pk","SRR13577846.114501","nl","normalized","36-38","ref|NC_001141|","-",118,8166,8049,0.518,"3'"
"374","cen-pk","SRR13577846.114503","nl","normalized","36-38","ref|NC_001148|","-",939283,948066,8784,0.542,"5'"
"375","cen-pk","SRR13577846.114572","nl","normalized","36-38","ref|NC_001138|","-",1,7417,7417,0.735,"3'"
"376","cen-pk","SRR13577846.114630","nl","normalized","36-38","ref|NC_001136|","-",1523697,1531931,8235,0.66,"5'"
"377","cen-pk","SRR13577846.11480","nl","normalized","36-38","ref|NC_001142|","-",736407,745637,9231,0.63,"5'"
"378","cen-pk","SRR13577846.114874","nl","normalized","36-38","ref|NC_001146|","-",1,7721,7721,0.738,"3'"
"379","cen-pk","SRR13577846.114925","nl","normalized","36-38","ref|NC_001134|","-",802699,813132,10434,0.554,"5'"
"380","cen-pk","SRR13577846.114936","nl","normalized","36-38","ref|NC_001140|","+",554246,558619,4374,0.452,"3'"
"381","cen-pk","SRR13577846.114971","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.854,"5'"
"382","cen-pk","SRR13577846.11503","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.486,"3'"
"383","cen-pk","SRR13577846.115048","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.478,"3'"
"384","cen-pk","SRR13577846.115049","nl","normalized","36-38","ref|NC_001147|","-",91,8136,8046,0.69,"3'"
"385","cen-pk","SRR13577846.11508","nl","normalized","36-38","ref|NC_001136|","-",1516719,1525334,8616,0.548,"5'"
"386","cen-pk","SRR13577846.115179","nl","normalized","36-38","ref|NC_001138|","-",1,7526,7526,0.69,"3'"
"387","cen-pk","SRR13577846.115276","nl","normalized","36-38","ref|NC_001144|","+",89,7763,7675,0.854,"5'"
"388","cen-pk","SRR13577846.115298","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.543,"3'"
"389","cen-pk","SRR13577846.115377","nl","normalized","36-38","ref|NC_001136|","-",1513532,1525334,11803,0.354,"5'"
"390","cen-pk","SRR13577846.115423","nl","normalized","36-38","ref|NC_001138|","+",261800,270133,8334,0.447,"3'"
"391","cen-pk","SRR13577846.115424","nl","normalized","36-38","ref|NC_001147|","-",1082173,1091252,9080,0.854,"5'"
"392","cen-pk","SRR13577846.115530","nl","normalized","36-38","ref|NC_001144|","-",102,8194,8093,0.744,"3'"
"393","cen-pk","SRR13577846.11558","nl","normalized","36-38","ref|NC_001140|","-",553998,558619,4622,0.4,"5'"
"394","cen-pk","SRR13577846.115597","nl","normalized","36-38","ref|NC_001146|","-",1,9263,9263,0.721,"3'"
"395","cen-pk","SRR13577846.115647","nl","normalized","36-38","ref|NC_001138|","-",1,6813,6813,0.783,"3'"
"396","cen-pk","SRR13577846.115688","nl","normalized","36-38","ref|NC_001144|","+",100,9370,9271,0.13,"5'"
"397","cen-pk","SRR13577846.115770","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.801,"3'"
"398","cen-pk","SRR13577846.115774","nl","normalized","36-38","ref|NC_001140|","+",554076,562431,8356,0.493,"3'"
"399","cen-pk","SRR13577846.115832","nl","normalized","36-38","ref|NC_001136|","+",1516848,1525334,8487,0.363,"3'"
"400","cen-pk","SRR13577846.115865","nl","normalized","36-38","ref|NC_001146|","+",1,9847,9847,0.76,"5'"
"401","cen-pk","SRR13577846.115880","nl","normalized","36-38","ref|NC_001145|","+",915988,924311,8324,0.3,"3'"
"402","cen-pk","SRR13577846.115896","nl","normalized","36-38","ref|NC_001134|","-",804256,813118,8863,0.612,"5'"
"403","cen-pk","SRR13577846.115910","nl","normalized","36-38","ref|NC_001138|","+",259119,270118,11000,0.537,"3'"
"404","cen-pk","SRR13577846.115986","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.614,"3'"
"405","cen-pk","SRR13577846.116059","nl","normalized","36-38","ref|NC_001138|","+",261751,270120,8370,0.532,"3'"
"406","cen-pk","SRR13577846.11609","nl","normalized","36-38","ref|NC_001138|","+",1,7866,7866,0.766,"5'"
"407","cen-pk","SRR13577846.116116","nl","normalized","36-38","ref|NC_001144|","-",109,7894,7786,0.888,"3'"
"408","cen-pk","SRR13577846.116130","nl","normalized","36-38","ref|NC_001146|","-",1,7816,7816,0.791,"3'"
"409","cen-pk","SRR13577846.116163","nl","normalized","36-38","ref|NC_001147|","+",1081333,1091260,9928,0.629,"3'"
"410","cen-pk","SRR13577846.116190","nl","normalized","36-38","ref|NC_001140|","-",553123,562439,9317,0.56,"5'"
